gen,id,i_j0->o_m2,i_m2->o_m3,i_j3->o_m3,i_j1->o_m3,i_j3->h_0,h_0->o_m3,i_m2->h_1,h_1->o_m3,i_m2->h_2,h_2->h_1,i_j0->h_3,h_3->o_m2,h_3->h_4,h_4->o_m2,i_m3->o_m3,h_3->h_5,h_5->h_4,i_j4->o_m2,i_j4->h_6,h_6->o_m2,h_0->o_m2,i_j0->h_7,h_7->h_3,h_4->o_m3,i_j3->h_8,h_8->h_0,i_j7->o_m3,i_m3->o_m2,i_m2->h_0,i_j5->o_m3,i_j5->h_1,i_m3->h_2,h_2->o_m2,i_j5->h_3,h_3->h_1,i_j4->o_m3,i_j4->h_4,i_j1->h_5,h_5->o_m3,i_c->o_m3,i_j5->h_6,h_6->h_3,i_j3->o_m2,h_2->h_7,h_7->o_m2,i_j5->o_m2,h_2->h_8,h_8->h_7,h_7->h_9,h_9->o_m2,h_9->o_m3,i_j6->o_m3,h_6->o_m3,i_j1->o_m2,i_j6->o_m2,i_j6->h_0,i_j6->h_1,h_1->h_0,h_1->h_2,h_2->h_0,i_ca->o_m2,h_1->h_3,h_3->h_2,h_1->h_4,h_4->h_3,h_0->h_5,h_5->o_m2,h_1->h_7,h_7->h_4,i_ca->h_8,h_8->o_m2,h_9->h_4,i_j1->h_0,h_0->h_1,h_0->h_2,h_3->o_m3,h_5->h_0,h_1->h_6,i_ca->o_m3,h_6->h_7,i_j2->o_m2,h_8->o_m3,h_2->h_9,h_9->h_1,i_c->o_m2,i_j2->o_m3,i_j2->h_0,i_j2->h_1,h_0->h_6,h_6->h_5,i_ca->h_7,h_7->h_8,h_3->h_9,h_9->h_2,i_j0->o_m3,h_1->o_m2,i_j6->h_2,h_2->h_3,h_3->h_0,i_j1->h_4,i_j2->h_6,h_0->h_7,h_7->h_1,i_j0->h_8,i_j1->h_9,i_m2->o_m2,i_c->h_0,i_j0->h_1,i_m2->h_3,i_c->h_4,h_4->h_0,i_j2->h_7,h_7->h_6,h_5->h_8,i_j3->h_9,i_j5->h_0,i_j5->h_2,i_j5->h_4,h_4->h_2,h_1->h_5,h_5->h_3,i_j6->h_6,h_5->h_7,h_2->o_m3,i_m3->h_8,h_4->h_9,i_j7->o_m2,i_ca->h_0,i_ca->h_2,h_2->h_5,i_m2->h_6,h_7->o_m3,i_m3->h_9,h_0->h_3,h_5->h_6,h_0->h_8,h_8->h_5,h_0->h_9,h_9->h_8,i_m3->h_3,i_m3->h_4,h_4->h_5,h_6->h_2,h_7->h_0,i_j4->h_9,i_j3->h_2,i_j3->h_3,h_5->h_2,i_j3->h_7,h_8->h_2,h_5->h_9,i_j4->h_2,i_ca->h_3,h_4->h_4,h_7->h_5,i_j0->h_6,i_j4->h_7,i_j5->h_9,i_c->h_3,i_m3->h_6,h_4->h_8,i_j7->h_9,i_j6->h_4,h_8->h_8,h_9->h_3,i_j2->h_2,i_j4->h_3,i_ca->h_4,i_j4->h_5,h_8->h_6,h_8->h_9,i_j7->h_3,i_m2->h_4,i_j0->h_5,i_j7->h_6,i_j2->h_3,h_8->h_4,h_4->h_6,i_c->h_9,i_c->h_2,h_8->h_3,h_9->h_5,i_j0->h_4,i_ca->h_6,i_j6->h_7,i_j4->h_8,h_6->h_8,h_7->h_2,i_m2->h_8,i_c->h_6,h_4->h_7,i_j2->h_9,h_2->h_6,i_m2->h_7,i_j6->h_8,i_j0->h_9,i_j7->h_4,i_j3->h_5,h_9->h_7,i_j0->h_2,i_j2->h_4,i_m2->h_5,i_j3->h_6,i_j3->h_4,h_9->h_6,h_9->h_9,i_j5->h_5,h_3->h_8,i_j7->h_2,i_j5->h_7,h_2->h_4,h_6->h_4,i_m3->h_7,h_3->h_7,h_6->h_6,i_c->h_5,h_2->h_2,h_3->h_3,i_j7->h_5,h_3->h_6,i_c->h_7,i_m2->h_9,i_j2->h_5,i_j7->h_8,i_j6->h_9,i_j6->h_5,i_ca->h_9,i_j5->h_8,h_7->h_7,i_j1->h_3,i_c->h_8,i_j1->h_7,i_j2->h_8,h_6->h_9,i_j6->h_3,i_j1->h_8,i_j1->h_2,h_5->h_5,i_j1->h_6,i_j7->h_7,i_m3->h_5
513,512-1,0.1878875372822222,-3.082095104454308,-0.2299751799794324,-1.601325726307811,,,,,,,,-1.2344150628050103,,,,,,0.6973340677727226,,0.4991669033967676,,,,-0.4751774132586003,,,,-1.3160054099161294,,0.4899815011514822,,,0.7849780755294751,,,0.2486974724546811,,,-0.1499316695809017,0.2057081566959342,,,-2.276286668737461,,-0.5168352932754882,,,,,0.5761170022622311,-0.4955147008239606,,0.7128753114871222,-0.3670431281662765,,,,,,,0.7451285516093938,,,,,,-0.7334547205266784,,,,-0.2473190609625805,,,,,0.5756905090023752,,,0.1573601792973309,,0.7383276625003755,,,,1.8015625429812767,1.3532063022502132,,,,,,,,,-1.0823220779114209,,,,,,,,,,,-0.0567908262524937,,,,,,,,,,,,,,,,,,0.6269746417931961,,,1.0586947667552098,,,,,0.494532717257971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,512-0,0.1551984463338843,-3.082095104454308,-0.2643062126795629,-1.601325726307811,,,,,,,,-1.24064607717751,,0.4735946636935613,,,,0.637918608542344,,0.6594186241079714,,,,-0.4751774132586003,,,,-1.4521690646606211,,0.3872119592377534,,,0.7784171268912629,,,0.2486974724546811,,,-0.0451171185908327,0.2057081566959342,,,-2.235692544138142,,-0.5168352932754882,,,,,0.65857353537842,-0.2609722547693293,,0.9355438452322072,-0.2673157693952406,,,,,,,0.7451285516093938,,,,,,-0.6796969271739572,,,,-0.3044135409441584,,,,,0.7079388190874365,,,,,0.7383276625003755,,,,1.868205359019776,1.3532063022502132,,,,,,,,,-1.0823220779114209,,,,,,,,,,,-0.0329674241095474,,,,,,,,,,,,,,,,,,0.7338954123274161,,,1.082033650502538,,,,,0.494532717257971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,514-2,0.1827827503015875,-3.082095104454308,-0.2353363755243418,-1.6110435255206277,,,,,,,,,,,0.2057866808181234,,,0.6159898882665064,,0.4998822880655324,,,,-0.4751774132586003,,,,-1.274459130156654,,0.4739328254511973,,,0.7839535060410825,,,0.2486974724546811,,,-0.133563641601146,0.1979616073315901,,,-2.129690412762424,,-0.5168352932754882,,,,,0.5889935621330767,-0.4659387212445263,,0.8420775253584507,-0.3625058599191377,,,,,,,0.7451285516093938,,,,,,-0.8323343592554928,,,,-0.2562350371987104,,,,,0.6194205193489509,,,0.339584451382492,,0.7383276625003755,,,,1.8119696044747824,1.4453167614076745,,,,,,,,,-1.0823220779114209,,,,,,,,,,,-0.0530705211119826,,,,,,,,,,,,,,,,,,0.63310367841235,,,1.087730097185084,,,,,0.494532717257971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,514-0,0.3071272551702684,-3.082095104454308,-0.1742866547775454,-1.601325726307811,,,,,,,,-1.24064607717751,,0.6811297589201941,,,,0.6532272006038323,,0.5196248567988493,,,,-0.4751774132586003,,,,-1.4170860429843537,,0.4136908759015653,,,0.6530452795905282,,,0.2486974724546811,,,-0.2596396884511744,0.2057081566959342,,,-2.1338774877894267,,-0.5168352932754882,,,,,0.6373283334624353,,,0.8781725517643547,-0.4616453320082973,-0.5039146738224939,,,,,,0.6965555592254418,,,,,,-0.6935478026737435,,,,0.0392870869183274,,,,,0.6329918928606535,,,0.3671768995811122,,0.6702067411256456,,,,1.8510346142712344,1.3532063022502132,,,,,,,,,-0.9004280821345194,,,,,,,,,,,-0.0391056034596228,,,,,,,,,,,,,,,,,,0.6733019491959414,,,1.2976065713474692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,514-0,0.3071272551702684,-3.082095104454308,-0.1742866547775454,-1.601325726307811,,,,,,,,-1.24064607717751,,0.6811297589201941,,,,0.6789645828423068,,0.5196248567988493,,,,-0.5493479695964774,,,,-1.4170860429843537,,0.4136908759015653,,,0.6530452795905282,,,0.2486974724546811,,,-0.2163766455644743,0.2057081566959342,,,-2.1338774877894267,,-0.5654610395635278,,,,,0.6373283334624353,,,1.070067650863216,-0.4616453320082973,-0.5039146738224939,,,,,,0.7118202655620761,,,,,,-0.6935478026737435,,,,0.0392870869183274,,,,,0.6329918928606535,,,0.3671768995811122,,0.6702067411256456,,,,1.8510346142712344,1.3532063022502132,,,,,,,,,-0.9004280821345194,,,,,,,,,,,-0.0391056034596228,,,,,,,,,,,,,,,,,,0.6733019491959414,,,1.2976065713474692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,516-1,,-3.082095104454308,,-1.7394964473095769,,,,,,,,-1.2344150628050103,,0.8382358894123836,,,,0.6972031233997262,,0.4991669033967676,,,,-0.6564741547759192,,,,-1.4270291475191128,,0.4899815011514822,,,0.7501064609272136,,,0.2456072918214276,,,-0.1499316695809017,0.1948533465899972,,,-1.951336458708559,,-0.4738417589033771,0.06034500751559,,,,0.4071141063934392,-0.396743214407015,,0.8253145830344892,-0.3670431281662765,0.8615909138020124,,,,,,0.9017287399458682,,,,,,-0.7334547205266784,,,,,,,,,0.4893497763070737,,,-0.0518250554610656,,0.911369419516772,,,,1.8015625429812767,1.4897274658057826,,,,,,,,,-1.0823220779114209,,,,,,,,,,,0.0997924379269579,,,,,,,,,,,,,,,,,,0.7366725876979212,,,1.0586947667552098,,,,,0.494532717257971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,518-1,,-3.082095104454308,,-1.7484899763195332,,,,,,,,-1.4504010805627243,,0.8636802369066761,,,,0.8132269738582955,,0.5094545234299509,,,,-0.6026039817888994,,,,-1.5161534562833885,,0.50992851288317,,,0.701297641494566,,,0.2471612402327862,,,-0.1833446240733794,0.2003118672791134,,,-2.0140193133801856,,-0.5199140286275472,0.06034500751559,,,,0.5228811358597311,-0.3811559857485231,,0.9483927089002796,-0.4146154101194377,0.1749238575929494,,,,,,0.8062301244615265,,,,,,-0.8067599323382186,,,,,,,,,0.5615825889849584,,,0.1537461023523212,,0.7654955496612195,,,,1.826440391790623,1.4163304267015215,,,,,,,,,-0.9908536754719176,,,,,,,,,,,-0.2502194740263169,,,,,,,,,,,,,,,,,,0.7048056146261061,,,1.1788355168478954,,,,,0.494532717257971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,519-1,,-3.082095104454308,-0.031099316778829,-1.7456704243958523,,,,,,,,-1.382687528832058,,0.6523304039176755,,,,0.76993945395447,,0.5062292623758589,,,,-0.625051186069074,,,,-1.3735401664404523,,0.534162689023495,,,0.7983791454717766,,,0.2471433398030958,,,-0.172869363470914,0.1986005721365269,,,-1.9821727076603413,,-0.4635279863521684,-0.1495670309221959,,,,0.4865871348875716,-0.3321238053522625,,0.947023973411272,,-0.0568670471927632,,,,,,0.7652365104190224,,,,,,-0.8207888346840275,,,,-0.2473190609625805,,,,,0.5993024587948276,,,0.1434854026277711,,0.7569781736209688,,,,1.8946061326154184,1.437004823569473,,,,,,,,,-1.019529839163479,,,,,,,,,,,-0.1404876036374476,,,,,,,,,,,,,,,,,,0.6994416334879324,,,1.3029550701454045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,519-0,0.3071272551702684,-3.082095104454308,-0.2064214960445652,-1.6897921171017478,,,,,,,,-1.166818335267468,,0.7278315056441108,,,,0.6767649548325075,,0.4222859501160164,,,,-0.621395564718888,,,,-1.516887415002302,,0.5067586531442229,,,0.6378213923737368,,,0.2477780481688045,,,-0.1780348372928001,0.1994444318356804,,,-1.9976462070224457,,-0.6170242820635908,,,,,0.6557409277337168,,,0.9973363103589974,-0.4616453320082973,-0.3663839564887167,,,,,,0.9003613446998677,,,,,,-0.8632328478729467,,,,-0.3103061504900263,,,,,0.8015684385428226,,,0.2273387925911343,,0.7095156469981593,,,,1.994749711201336,1.4323720338318209,,,,,,,,,-1.005389286629061,,,,,,,,,,,0.0889199480436667,,,,,,,,,,,,,,,,,,0.6816080456734944,,,1.113513491631216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,521-2,0.3071272551702684,-3.082095104454308,0.0044557479006061,-1.761635882729233,,,,,,,,-1.352810055388456,,0.6863531134026095,,,,0.6946397393715427,,0.4881241007142259,,,,-0.6090148566700968,,,,-1.5213827291208015,,0.5160497419857794,,,0.6706966658588259,,,0.2478257462030749,,,-0.2976787606932871,0.200422129336986,,,-2.3178358528079097,,-0.5887926489551336,,,,,0.6206750804296073,,,1.0010900585929348,-0.6208340044503651,-0.2861458835008844,,,,,,0.9033004228176432,,,,,,-0.858173116320155,,,,-0.2762100801620371,,,,,0.7330587177733029,,,0.2379182716219277,,0.5121640917795409,,,,1.9499029359675173,1.420893326615128,,,,,,,,,-0.9890060147488564,,,,,,,,,,,0.004151618095675,,,,,,,,,,,,,,,,,,0.6834465529043317,,,1.110372771444872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,522-2,0.3071272551702684,-3.082095104454308,-0.0694634408256967,-1.9216065512245644,,,,,,,,-1.4853443836436748,,0.6474410076630994,,,,0.6946397393715427,,0.4817002490537235,,,,-0.5943215199643931,,,,-1.5724046816683848,,0.5010775037264156,,,0.7011004052912132,,,0.2479553036636955,,,-0.0272496403946336,0.1995525223284835,,,-2.29764811574897,,-0.5994496598983327,,,,,0.6050420972369931,,,1.0113285384261836,-0.6047056260027293,-0.2596201880750308,,,,,,0.8726443745482797,,,,,,-0.9331117462411966,,,,-0.4366879428280243,,,,,0.6803255605582683,,,0.2599630822612432,,0.6959104377670795,,,,1.8331815346761344,1.4071243140314855,,,,,,,,,-0.9684689536005554,,,,,,,,,,,-0.070614678926508,,,,,,,,,,,,,,,,,,0.683468467828206,,,1.151915885816888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,523-2,0.3071272551702684,-3.082095104454308,-0.029688811313208,-1.835529117449877,,,,,,,,-1.4140299672536838,,0.7828478098041989,,,,0.6946397393715427,,0.584257835749117,,,,-0.5230452013010004,,,,-1.5449506566100473,,0.5091338046680275,,,0.6847406820237534,,,0.2478855910479924,,,-0.1727628454853134,0.2000204427315701,,,-2.2897674348491246,,-0.8695879928534803,,,,,0.563272802410257,,,1.0058193905424535,-0.6133840258667642,-0.1860091741199597,,,,,,0.8891398608116053,,,,,,-0.6537867813112963,,,,-0.3503375966935514,,,,,0.7087003550790513,,,0.3379366250515106,,0.647846379103633,,,,1.8273274130233588,1.4145331801690044,,,,,,,,,-0.9795195889298136,,,,,,,,,,,0.1344929787135729,,,,,,,,,,,,,,,,,,0.683456675788914,,,1.1335878773080776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,524-1,0.3071272551702684,-3.108246312911336,-0.0378616643961594,-1.8196854746400684,,,,,,,,-1.378602181010664,,0.7471800182174242,,,,0.6949471619340861,,0.5848566361383251,,,,-0.665672944895319,,,,-1.5130706344289238,,0.6623889602104795,,,0.6888894215136798,,,0.24789344383608,,,,0.1940706715302458,,,-2.2917708165239974,,-0.8575000779896247,,,,,0.5229914603127783,,,1.006438303536244,-0.6120831590636776,-0.2275033747515472,,,,,,0.888794624845188,,,,,,-0.7398494238284825,,,,-0.3501549263268406,,,,,0.7002826905847276,,,0.3236858191998836,,0.5914754810261842,,,,1.9126792917298443,1.4130169470465244,,,,,,,,,-0.9773365194064104,,,,,,,,,,,0.0808409894153885,,,,,,,,,,,,,,,,,,0.5977904157717655,,,1.1327137087432235,,,,,-0.425249755149846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,525-0,0.3314474031189767,-3.098647729747556,-0.0304773284169973,-1.7232553157735142,,,,,,,,-1.393053339930829,,0.7321203884415768,,,,0.5165405184987892,,0.4608215473755356,,,,-0.6201622487580297,,,,-1.5119918701815167,,0.5749138705541728,,,0.6865369811361317,,,0.2478748711199682,,,-0.0857690072838777,0.1890649931108418,,,-2.277259233230296,,-0.7551591117580552,,,,,0.5483637688614527,,,1.0049691165426422,-0.6141139893863513,-0.1929228332909013,,,,,,0.9713924748874676,,,,,,-0.9648521445117084,,,,-0.3185284200892353,,,,,0.7669123090748504,,,0.3397027990461488,,,0.6276545324855687,,,2.162849655400677,1.3368838633356133,,,,,,,,,-0.9128444355289564,,,,,,,,,,,0.0608388709457854,,,,,,,,,,,,,,,,,,0.6294716605326929,,,1.151813154918868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,525-0,0.1602290777317205,-3.098647729747556,-0.0304773284169973,-1.7232553157735142,,,,,,,,-1.393053339930829,,0.7321203884415768,,,,0.5165405184987892,,0.69068497410591,,,,-0.6201622487580297,,,,-1.5119918701815167,,0.5749138705541728,,,0.5651829776247654,,,0.2478748711199682,,,-0.0857690072838777,0.1890649931108418,,,-2.277259233230296,,-0.7551591117580552,,,,,0.5483637688614527,,,1.0049691165426422,-0.6141139893863513,-0.1929228332909013,,,,,,0.9713924748874676,,,,,,-0.9648521445117084,,,,-0.3185284200892353,,,,,0.7669123090748504,,,0.3397027990461488,,,0.720086632191022,,,2.355810756096215,1.3368838633356133,,,,,,,,,-1.0234847840991337,,,,,,,,,,,0.0072140432499522,,,,,,,,,,,,,,,,,,0.3902641176000081,,,0.9940887215281516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,525-1,0.3843435903337059,-3.1216438163823863,0.1063952658248073,-1.6891353926526187,,,,,,,,-1.3968932727999426,,0.7908073710008472,,,,0.6676719597314554,,0.5539093728229679,,,,-0.6080692381587225,,,,-1.5117052231164247,,0.5516701657512852,,,0.6859118954126765,,,0.2478699360152157,,,-0.2905481626439597,0.1877348943138476,,,-2.3072590073128496,,-0.8131955754364231,,,,,0.3743003771014851,,,0.9737965342126378,-0.6470652501008523,-0.2238049504899229,,,,,,1.0004972387908475,,,,,,-0.7939766751646826,,,,-0.4371790529157172,,,,,0.631190055072463,,,0.3439587987009436,,,0.6854156757523144,,,1.922504558046556,1.3166539335297356,,,,,,,,,-0.8306335769009494,,,,,,,,,,,0.0555239482750395,,,,,,,,,,,,,,,,,,0.5498699722143796,,,1.1611643045575308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,525-1,0.3843435903337059,-3.1216438163823863,0.1063952658248073,-1.6891353926526187,,,,,,,,-1.3968932727999426,,0.8482611902640957,,,,0.6676719597314554,,0.5539093728229679,,,,-0.6080692381587225,,,,-1.5117052231164247,,0.5516701657512852,,,0.6859118954126765,,,0.2478699360152157,,,-0.2905481626439597,0.1877348943138476,,,-2.3072590073128496,,-0.5872482376812376,,,,,0.3743003771014851,,,0.9737965342126378,-0.6470652501008523,-0.132094062286803,,,,,,1.2026771055672405,,,,,,-0.7939766751646826,,,,-0.6455664718961203,,,,,0.7886244852008208,,,0.3439587987009436,,,0.6854156757523144,,,1.922504558046556,1.3166539335297356,,,,,,,,,-0.6767877147965354,,,,,,,,,,,0.1920184783011386,,,,,,,,,,,,,,,,,,0.5498699722143796,,,1.1611643045575308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,529-2,0.4086471490277655,-3.036461374972551,-0.0291466344595311,-1.7851601099308567,,,,,,,,-1.3956575104219486,,0.8601728111353524,,,,0.5017799923641437,,0.491667217711499,,,,-0.6119609956567532,,,,-1.4670125813034862,,0.5448727899751457,,,0.98397698798246,,,0.2478715242244351,,,,0.1881629450398281,,,-2.293275064588567,,-0.7837596591077132,,,,,0.5736026649521906,,,1.0047043617616718,-0.5592395947392804,-0.2138665062805678,,,,,,0.952112229214037,,,,,,-0.9465434242436872,,,,-0.3290559941038578,,,,,0.7127406508459851,,,0.3425891382320185,,,0.6629293120953124,,,1.9973493658321533,1.323164304157474,,,,,,,,,-0.9177326955907068,,,,,,,,,,,0.0687189853800593,,,,,,,,,,,,,,,,,,0.5061574967314066,,,0.930076586117259,,,,,-0.5268637927332267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,527-2,0.5234364854605293,-3.097286098247201,-0.0294298045994852,-1.8385542702989583,,,,,,,,-1.39510334594386,,0.9362823183660048,-0.0283700683910821,,,0.564938721958671,,0.730623273391025,,,,-0.6137062128612486,,,,-1.3673566338387957,,0.5164432552799599,,,,,,0.2478722364399458,,,-0.0722357789113968,0.1883548998293431,,,-2.293275064588567,,-0.775394954151412,,,,,0.6560945114087892,,,1.0047607012738191,-0.3825789279400211,-0.3988878641984174,,,,,,0.9311553500644688,,,,,,-1.0149603580997528,,,,-0.2662445709404911,,,,,0.7751440061176712,,,,,,0.6459165284216086,,,2.0121157649193724,1.2574107962807313,,,,,,,,,-0.9567913678000292,,,,,,,,,,,0.2322850953569132,,,,,,,,,,,,,,,,,,0.8548658513374827,,,1.0617306853671629,,,,,-0.2610647606151295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,527-2,0.5234364854605293,-3.097286098247201,-0.0294298045994852,-1.8385542702989583,,,,,,,,,,0.9362823183660048,-0.0283700683910821,,,0.564938721958671,,0.8232171790261977,,,,-0.5655645131234478,,,,-1.203247948552499,,0.5164432552799599,,,,,,0.2478722364399458,,,0.0284091787344901,0.1883548998293431,,,-2.293275064588567,,-0.6865545905808084,,,,,0.6560945114087892,,0.3365538512721322,1.0047607012738191,-0.3825789279400211,-0.3988878641984174,,,,,,0.9023861393245932,,,,,,-1.0149603580997528,,,,-0.2662445709404911,,,,,0.7751440061176712,,,,,,0.6459165284216086,,,2.0121157649193724,1.2574107962807313,,,,,,,,,-0.9567913678000292,,,,,,,,,,,0.2322850953569132,,,,,,,,,,,,,,,,,,0.8548658513374827,,,1.0617306853671629,,,,,-0.2610647606151295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,531-2,0.6603249631405432,-3.0984859919975416,-0.0227388800951,-1.7817385512076276,,,,,,,,-1.3697418246010564,,0.8502072277439864,,,,0.5190326691835274,,0.5511879878528562,,,,-0.5910187204957038,,,,-1.3744674382738975,,0.5245840949164313,,,0.862862071478973,,,0.247872123117949,,,-0.0768816882828034,0.1883243575289893,,,-2.2043113156235363,,-0.7089651531032839,,,,,0.6778960311225702,,0.3336491571258921,1.0032353650196184,-0.5323746793522366,-0.3630762059846928,,,,,,0.8262208308841328,,,,,,-0.9256345524914752,,,,-0.3099789737368288,,,,,0.7758080725344714,,,0.4505991854180245,,,,,,2.0612642419807035,1.1090942971596924,,,,,,,,,-0.9429980136177268,,,,,,,,,,,0.2913423998919038,,,,,,,,,,,,,,,,,,0.9198199825410986,,,1.1030080564711626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,531-2,0.6603249631405432,-3.0984859919975416,-0.0227388800951,-1.7817385512076276,,,,,,,,-1.3697418246010564,,0.9525269656356972,,,,0.5258324807011554,,0.5511879878528562,,,,-0.5910187204957038,,,,-1.3744674382738975,,0.5187548589579065,,,0.862862071478973,,,0.247872123117949,,,-0.0768816882828034,0.1883243575289893,,,-2.17520737312724,,-0.7089651531032839,,,,,0.6778960311225702,,0.3691342086742735,1.0032353650196184,-0.3123662331260406,-0.3630762059846928,,,,,,0.8262208308841328,,,,,,-0.9256345524914752,,,,-0.4908046086083035,,,,,0.7758080725344714,,,0.4505991854180245,,,,,,2.0612642419807035,1.1090942971596924,,,,,,,,,-0.9429980136177268,,,,,,,,,,,0.2393279143445931,,,,,,,,,,,,,,,,,,0.9198199825410986,,,1.1030080564711626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
