gen,id,i_ca->o_m0,i_j6->o_m1,i_j4->o_m1,i_j6->h_0,h_0->o_m1,i_devx->o_m1,i_j4->h_1,h_1->o_m1,h_1->h_2,h_2->o_m1,i_j1->o_m0,i_devx->h_3,h_3->o_m1,i_devx->h_4,h_4->h_3,i_j1->o_m1,h_2->h_5,h_5->o_m1,h_3->o_m3,h_4->h_6,h_6->h_3,i_j5->o_m2,h_5->h_7,h_7->o_m1,i_ca->o_m3,h_4->h_8,h_8->h_6,h_3->h_9,h_9->o_m1,i_devx->o_m2,h_4->o_m2,i_m3->o_m1,i_j6->o_m2,i_j3->o_m2,h_0->o_m2,i_m0->o_m0,i_j6->h_1,h_1->h_0,i_m0->o_m3,i_ca->o_m2,h_0->h_2,h_2->o_m2,i_devx->o_m3,h_0->h_3,h_3->h_2,i_m0->h_4,h_4->o_m3,i_j2->o_m3,i_j6->h_5,i_j2->o_m1,i_ca->h_6,h_6->o_m2,i_m3->o_m3,h_6->o_m3,i_m0->h_7,h_7->h_4,i_j3->o_m1,i_m3->h_8,h_8->o_m3,i_ca->h_9,h_9->h_6,i_c->o_m0,h_0->h_1,i_j7->o_m0,i_j1->h_2,h_2->o_m0,i_j7->h_3,h_3->o_m0,i_j7->h_4,h_0->o_m3,h_5->o_m0,i_j7->h_6,h_6->h_4,h_0->h_7,h_7->o_m3,h_8->h_3,h_7->o_m2,i_j6->h_9,h_9->h_0,i_devy->o_m0,h_1->o_m2,i_j0->o_m0,i_m2->o_m3,i_j2->o_m2,i_m3->o_m0,i_m2->h_0,i_ca->o_m1,h_1->o_m3,i_j2->h_2,i_m2->o_m1,i_j2->h_3,i_j0->o_m1,h_1->h_4,i_m2->h_5,h_5->h_0,i_m2->h_6,h_6->o_m1,i_m2->h_7,h_7->h_6,h_0->h_8,h_8->h_1,i_m2->h_9,h_9->h_5,h_7->o_m0,i_m0->h_0,h_0->o_m0,i_ca->h_1,i_j6->o_m0,i_j5->h_2,i_ca->h_3,h_3->h_1,i_j5->h_4,h_4->h_2,i_j0->o_m2,h_4->h_5,h_5->h_2,h_0->h_6,h_6->o_m0,i_j5->h_7,i_m2->o_m2,i_ca->h_8,h_4->h_9,h_1->o_m0,h_4->o_m1,i_j0->o_m3,i_j5->h_0,i_m0->o_m2,i_j1->h_1,h_2->h_1,i_j1->h_3,i_m3->h_4,i_j5->o_m0,i_j5->h_5,i_j6->o_m3,i_c->o_m2,i_j1->h_6,i_m2->h_8,h_8->o_m1,i_j7->o_m2,h_3->o_m2,h_6->h_9,h_9->h_3,i_j2->h_0,i_devy->o_m1,i_c->o_m3,i_c->h_3,i_c->h_4,i_j3->o_m3,i_j2->h_5,i_devy->h_6,h_7->h_0,i_j3->h_9,h_9->o_m2,i_c->o_m1,i_m3->h_0,i_j3->h_1,i_ca->h_4,i_j4->o_m0,h_3->h_5,i_j5->o_m1,h_5->h_6,i_j4->h_7,i_j3->o_m0,h_5->h_8,i_devx->o_m0,i_j3->h_0,i_j3->h_2,i_j7->o_m1,i_j3->h_3,h_3->h_4,h_5->h_1,h_3->h_6,h_4->h_7,h_7->h_2,i_devx->h_8,i_devx->h_9,h_9->h_8,i_j1->o_m3,i_j7->h_0,i_j7->h_1,i_j4->o_m2,h_2->o_m3,i_j1->o_m2,i_j4->h_3,i_j1->h_5,i_devy->o_m3,h_1->h_6,h_6->h_0,i_j0->h_8,h_8->o_m2,h_5->h_9,h_9->h_2,i_m1->o_m0,i_j6->h_2,h_2->h_0,i_m2->o_m0,h_2->h_4,h_4->h_0,i_m1->h_5,h_3->h_7,i_j5->o_m3,h_3->h_8,h_8->h_7,i_j5->h_9,h_9->o_m3,i_devx->h_0,i_m1->o_m2,i_j1->h_4,h_5->o_m2,h_7->h_1,h_8->o_m0,i_m1->o_m1,i_m0->o_m1,i_j7->o_m3,i_j2->o_m0,h_5->o_m3,h_9->o_m0,i_devy->o_m2,h_4->o_m0,i_j4->o_m3,i_m1->o_m3,i_m3->o_m2,i_devy->h_4,h_0->h_5,h_6->h_8,i_c->h_9,h_0->h_9,h_0->h_4,i_m3->h_7,i_c->h_8,i_devy->h_5,i_devy->h_7,h_1->h_8,h_8->h_4,i_m2->h_4,h_9->h_4,h_7->h_5,i_m0->h_8,h_6->h_5,h_1->h_9,h_5->h_5,h_6->h_6,i_devy->h_8,i_m1->h_8,h_7->h_8,i_ca->h_5,i_devy->h_9,h_8->h_9,i_c->h_5,i_c->h_7,h_5->h_4,h_6->h_7,i_j4->h_8,i_j0->h_9,h_8->h_8,i_m3->h_9,i_m1->h_7,h_9->h_7,i_m1->h_4,h_8->h_5,i_j5->h_8,i_c->h_6
51,50-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.088452850302825,,,,,,,,-0.4178432292085036,,,,,,,,,,0.4462108386948842,,,,,,,,,1.032759374284561,,,,,,,,0.9581227955997624,0.280721254446647,,,,-0.168718283348987,,,,,,,,,,0.5893939586554617,,0.6352662186026845,,,,,,,,,,,,,,,,,,,-0.3342532437253018,,,,,,,,,,,,-0.2232876826112578,,0.6673803525239141,,,,-0.3552636070081241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6006885820757599,,,,,,,,0.5002655494186694,,,,,,,,,,,,,,,,,,,-0.1645307770925576,,,,,,,,0.0581145290352846,0.7324495706968905,,,0.2897052319668813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,51-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8213073385754891,,,,,,,-0.2794462570640563,-0.6362831755415064,,,,,,,,,,0.3720150794191368,,,,,,,,,1.1796879238368834,,,,,,,,0.9581227955997624,0.280721254446647,,,,-0.1215583313505207,,,,,,,,,,0.6004658640925007,,0.6352662186026845,,,,,,,,,,,,,,,,,,,-0.3342532437253018,,,,,,,,,,,,-0.3229406649560463,,0.6810240806653501,,,,-0.3552636070081241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6006885820757599,,,,,,,,0.515114729066974,,,,,,,,,,,,,,,,,,,-0.3366915025721297,,,,,,,,0.0699284523916322,0.7538771739329437,,,0.2897052319668813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,50-1,,,,,,,,,,,,,,,,,,,-0.2912921916777731,,,,,,,,,,,,,,,,1.088452850302825,,,,,,,,-0.6139079223296076,,,,,,,,,,0.4462108386948842,,,,,,,,,1.032759374284561,,,,,,,,0.9695666161403154,0.280721254446647,,,,-0.0875639164878601,,,,,,,,,,0.5893939586554617,,-0.1748810099776063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2232876826112578,,0.8649351842310087,,,,-0.3552636070081241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4458047277036653,,,,,,,,0.5002655494186694,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9152497658412851,,0.7324495706968905,,,0.2219779524032548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,53-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0290325059450594,,,,,,,-0.2794462570640563,-0.5656729266593621,,,,,,,,,,0.3698927605734589,,,,,,,,,1.023872306722027,,,,,,,,0.9685178775083988,0.5138195192423818,,,,-0.0906792446258307,,,,,,,,,,0.5904086141124922,,0.1071445722377537,,,,,,,,,,,,,,,,,,,-0.5038022680043477,,,,,,,,,,,,-0.2324201163120776,,0.7641026355181615,,,,-0.3133308173629371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5085118778101309,,,,,,,,0.5016263631691351,,,,,,,,,,,,,,,,,,,-0.0689736699579914,,,,,,,,0.1712675115293724,0.7344132466583753,,,0.2455549329531564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,53-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9710599124144084,,,,,,,-0.2794462570640563,-0.7684114984338286,,,,,,,,,,0.3698927605734589,,,,,,,,,1.0477079469345068,,,,,,,,0.9685178775083988,0.5138195192423818,,,,-0.0823502894930405,,,,,,,,,,0.5904086141124922,,0.1071445722377537,,,,,,,,,,,,,,,,,,,-0.5038022680043477,,,,,,,,,,,,-0.2324201163120776,,0.7641026355181615,,,,-0.3133308173629371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5085118778101309,,,,,,,,0.5782549196004354,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1712675115293724,0.7344132466583753,,,0.2455549329531564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,54-0,,,,,,,,,,,,,,,,,,-0.3814879494638703,-0.2912921916777731,,,,,,,,,,,,,,,,1.1759568092071118,,,,,,,-1.1041816982242878,-0.5842551500631686,,,,,,,,,,0.3992938117748857,,,,,,,,,1.229373872860159,,,,,,,,0.9689218973549788,0.4610706909689194,,,,-0.0894790843971102,,,,,,,,,,0.7223562692552583,,0.3297927152819546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2289019046715245,,0.8029477296354427,,,,-0.1094794253999914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5494046785128978,,,,,,,,0.5011021183802479,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9152497658412851,,0.7336567530606884,,,0.4413812105656549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,54-0,,,,,,,,,,,,,,,,,,-0.3814879494638703,-0.2912921916777731,,,,,,,,,,,,,,,,1.1759568092071118,,,,,,,-1.1041816982242878,-0.5238684212561604,,,,,,,,,,0.3992938117748857,,,,,,,,,1.229373872860159,,,,,,,,0.9689218973549788,0.4610706909689194,,,,-0.0894790843971102,,,,,,,,,,0.7223562692552583,,0.0861905966386433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1944556569691826,,0.8029477296354427,,,,-0.0451489045197074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5494046785128978,,,,,,,,0.5011021183802479,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9152497658412851,,0.7336567530606884,,,0.4413812105656549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,54-0,,,,,,,,,,,,,,,,,,-0.3814879494638703,-0.2912921916777731,,,,,,,,,,,,,,,,1.1759568092071118,,,,,,,-1.092129990477518,-0.5238684212561604,,,,,,,,,,0.3992938117748857,,,,,,,,,1.2171942729517995,,,,,,,,0.9689218973549788,0.6966738019048857,,,,0.1182714484043285,,,,,,,,,,0.7223562692552583,,0.0861905966386433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1944556569691826,,0.8029477296354427,,,,-0.20965337942109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5494046785128978,,,,,,,,0.5011021183802479,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9152497658412851,,0.7336567530606884,,,0.3496245308279646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,58-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0442985700152962,,,,,,,,-0.5625293133192621,,,,,,,,,,0.3909283335682384,,,,,,,,,1.1422210538385582,,,,,,,,0.7205672323313694,0.726108153238574,,,,-0.2003139203999678,,,,,,-0.3705423687748872,,,,0.6521848088816511,,0.5418883884030785,,,,,,,,,,,,,,,,,,,-0.7159441802120776,,,,,,,,,,,,-0.2300738438442761,,0.7747820302533601,,,,-0.396135038645621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5055997501558968,,,,,,,,0.490622698970905,,,,,,,,,,,,,,,,,,,-0.3040817371439493,,,,,,,,0.1106726668548638,0.6456629317961504,,,0.5410229963653747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,58-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8975650875358026,,,,,,,,-0.5625293133192621,,,,,,,,,,0.3909283335682384,,,,,,,,,1.1422210538385582,,,,,,,,0.7205672323313694,0.726108153238574,,,,-0.2003139203999678,,,,,,-0.3705423687748872,,,,0.6521848088816511,,0.5418883884030785,,,,,,,,,,,,,,,,,,,-0.7159441802120776,,,,,,,,,,,,-0.2540466891461825,,0.7747820302533601,,,,-0.396135038645621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5055997501558968,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3040817371439493,,,,,,,,0.1106726668548638,0.5494634963481422,0.6603595885635833,,0.6896256200281483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,60-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.973959176047692,,,,,,,,-0.5559194723046977,,,,,,,,,,0.3929604483276521,,,,,,,,,1.160812426106112,,,,,,,,0.7136451463577378,0.6121765846763804,,,,-0.2003139203999678,,,,,,-0.3705423687748872,,,,0.7505063099969522,,0.537029148506677,,,,,,,,,,0.5964828643899106,,,,,,,,,-0.7159441802120776,,,,,,,,,,,,,,0.7453532326596983,,,,-0.3320141527794835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3040817371439493,,,,,,,,0.0681444540705521,0.6398466494535033,0.6843364359330613,,0.5096887563754615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,61-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9193923405910872,,,,,,,,-0.5606407552476825,,,,,,,,,,0.4279789001031054,,,,,,,,,1.1475329646818395,,,,,,,,0.7725634013494265,0.6935557237713976,,,,-0.2003139203999678,,,,,,-0.3705423687748872,,,,0.8212270293899651,,0.4966087368727757,,,,,,,,,,0.667085065836243,,,,,,,,,,,,,,,,,,,,,,,0.7663736595966484,,,,-0.3778144744607182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1256806314583496,,,,,,,,,,,,,,,,,,,,,0.2690872779395933,0.5752876928690316,0.6672102327062919,,0.7099390849191496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,62-0,,,,,,,,,,,,,,,,,,,,,,,,,-0.4502800571392658,,,,,,,,,,1.0057493683997671,,,,,,,,-0.7003019880692639,,,,,,,,,,,,,,,,,,,1.1540437967675763,,,,,,,,0.7348504267660708,0.6536560702386847,,,,-0.2003139203999678,,,,,,-0.3593181240324264,,,,0.7857839815166383,,,,,,,,,,,,,,,,,,,,,-0.7159441802120776,,,,,,,,,,,,-0.2139600391937903,,0.7382564127999299,,,,-0.4698284044016786,,,,,,,,,,,,,,,,,,,,-0.7849306358890777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4292490216004465,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.179697588460327,,,,,,,,0.0036664868851084,0.60694052219113,0.4942675388567537,,0.4776358831112678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,63-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9210956178154376,,,,-0.0583692616093747,,,,-0.7424449393315545,,,,,,,,,,,,,,,,,,,1.102931191129593,,,,,,,,0.5085271697232634,,,,,-0.2003139203999678,,,,,,-0.1223448353230438,,,,0.7250082596935961,,0.6099378423142248,,,0.1473315941851389,,,,,,,0.667085065836243,,,,,,,,,,,,,,,,,,,,,,,0.773668193025266,,,,-0.6277357099185945,,,,,,,,,,,,,,-0.6946231892199966,,0.6666668356147494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1256806314583496,,,,,,,,,,,,,,,,,,,,,0.1893781725055162,0.5528843673640534,0.6005762151171334,,0.7794301908816976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,63-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8519499984881203,,,,-0.0583692616093747,,,,-0.7590834831178787,,,,,,,,,,,,,,,,,,,1.102931191129593,,,,,,,,0.5085271697232634,,,,,-0.2003139203999678,,,,,,-0.1184972193102787,,,,0.7250082596935961,,0.6099378423142248,,,0.0468771849720351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.773668193025266,,,,-0.6277357099185945,,,,,,,,,,,,,,-0.6946231892199966,,0.6666668356147494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1392625534473555,,,,,,-0.1256806314583496,,,,,,,,,,,,,,,,,,,,,0.1893781725055162,0.5528843673640534,0.6005762151171334,,0.6391464387686873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,65-0,,,,,-0.2964818153192319,,,,,,,,-0.3419902903242158,,,,,,,,,,,,-0.4759997299678837,,,,,,,,,,,,,,,,,,-0.6911028605946486,,,,,,,,,,,,,,,,,,,1.1514708561095768,,,,,,,,,,,,,,,0.6592975340296063,,,,,,,,0.8027164589976494,,,,,,,,,,,,,,,,,,,,,-0.7159441802120776,,,,,,,,,,,,-0.2139600391937903,,0.7473018832609856,,,,-0.4869297918496091,,,,,,,,,,,,,,,,,,,,-0.7849306358890777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5611210530159702,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.360730400129204,,,,,,,,0.1147996044274851,0.5075612691561745,0.5896348543638125,,0.4940483067753617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,66-0,,,,,,,,,,,,,-0.2072832072243444,,,,,,,,,,,,-0.4781617705303477,,,,,,,,,,,,,,,,,,-0.701308437456527,,,,,,,,,0.1486517609948157,,,,,,,,,,1.2221157106652314,,,,,,,,,,,,,0.0379563892422334,,0.6743393403962952,,,,,,,,0.7933066581312721,,,,,,,,,,,,,,,,,,,,,-0.7159441802120776,,,,,,,,,,,,-0.1073534243118928,,0.7556947865215805,,,,-0.5491529035655749,,,,,,,,,,,,,,,,,,,,-0.7514663898273855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3350387215346004,,,,,,,,,,,,,,,,,,,,,,,,,0.2575108690005212,,-0.3093052765928487,,,,,,,,-0.0037543162680213,0.5818201800758022,,,0.599892432935692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,67-1,,,,,,,,,,,,,-0.2072832072243444,,,,,,,,,,,,-0.4781617705303477,,,,,,,,,,,,,,,,,,-0.701308437456527,,,,,,,,,0.1486517609948157,,,,,,,,,,1.2221157106652314,,,,,,,,,,,,,0.0379563892422334,,0.4527767348428774,,,,,,,,0.7933066581312721,,,,,,,,,,,,,,,,,,,,,-0.7159441802120776,,,,,,,,,,,,0.0913220869683728,,0.7556947865215805,,,-0.6887021526051544,-0.5491529035655749,,,,,,,,,,,,,,,,,,,,-0.7514663898273855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1418806279239144,,,,,,,,,,,,,,,,,,,,,,,,,0.2575108690005212,,-0.1980856404408637,,,,,,,,-0.0037543162680213,0.5818201800758022,,,0.599892432935692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,68-1,,,,,,,,,,,,,-0.2072832072243444,,,,,,,,,,,,-0.4781617705303477,,,,,,,,,,,,,,,,,,-0.701308437456527,,,,,,,,,0.1486517609948157,,,,,,,,,,1.2221157106652314,,,,,,,,,,,,,0.0379563892422334,,0.4938300492854176,,,,,,,,0.7933066581312721,,,,,,,,,,,,,,,,,,,,,-0.7159441802120776,,,,,,,,,,,,0.0082107228870111,,0.7556947865215805,,,-0.6887021526051544,-0.5491529035655749,,,,,,,,,,,,,,,,,,,,-0.7514663898273855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2786885074311903,,,,,,,,,,,,,,,,,,,,,,,,,0.2575108690005212,,-0.357137641123755,,,,,,,,-0.0037543162680213,0.6529976449683086,,,0.599892432935692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,68-1,,,,,,,,,,,,,-0.3147437421157789,,,,,,,,,,,,-0.7589237402184981,,,,,,,,,,,,,,,,,,-0.701308437456527,,,,,,,,,0.1486517609948157,,,,,,,,,,1.2221157106652314,,,,,,,,,,,,,0.0379563892422334,,0.4527767348428774,,,,,,,,0.7933066581312721,,,,,-0.2547916050712617,,,,,,,,,,,,,,,,-0.3893345226054552,,,,,,,,,,,,0.2748544849362451,,0.7556947865215805,,,-0.6887021526051544,-0.5491529035655749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.208145980379631,,,,,,,,,,,,,,,,,,,,,0.2575108690005212,,-0.3900715770314161,,,,,,,,-0.0037543162680213,0.5818201800758022,,,0.599892432935692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,70-1,,,,,,,,-0.7493889908290083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.701308437456527,,,,,,,,,0.1486517609948157,,,,,,,,,,1.2221157106652314,,,,,,,,,,,,,,,0.4938300492854176,,,,,,,,0.787744627053268,,,,,,,,,,,,,,,,,,,,,-0.7159441802120776,,,,,,,,,,,,0.0294005210951996,,0.7556947865215805,,,-0.6887021526051544,-0.2994407817097311,,,,,,,,,,,,,,,,,,,,-0.8008239024639645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4503273620360565,,,,,,,,,,,,,,,,,,,,,,,0.7709672132967016,,0.2575108690005212,,-0.113191156874408,,,,,,,,-0.0037543162680213,0.6529976449683086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,71-2,,,,,,,,-0.7493889908290083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.701308437456527,,,,,,,,,0.1486517609948157,,,,,,,,,,1.2221157106652314,,,,,,,,,,,,,,,,,,,,,,,0.787744627053268,,,,,,,,,,,,,,,,,,,0.6398450723394493,,-0.7159441802120776,,,,,,,,,,,,0.0294005210951996,,0.7556947865215805,,,-0.6887021526051544,-0.2994407817097311,,,,,,,,,,,,,,,,,,,,-0.8633741322511622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4503273620360565,,,,-0.0352214283739644,,,,,,,,,,,,,,,,,,,0.7709672132967016,,0.1432514184622891,,-0.1292070084112873,,,,,,,,-0.0037543162680213,0.6529976449683086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,72-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.701308437456527,,,,,,,,,0.1363428258987676,,,,,,,,,,1.2699574133251543,,,,,,,,-0.7849025565401675,,,,,0.0379563892422334,,0.4804031554487575,,,,,,,,0.86013096252696,,,,,-0.2547916050712617,,,,,,,,,,,,,,,,-0.675967240199531,,,,,,,,,,,,0.0541108545672612,,0.7556947865215805,,,-0.6861390630819796,,,,,,,,,,,,,,,,,,,,,-0.8150760443720987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0396892353503339,,,,,,,,,,,,,,,,,,,,,0.1784214986321391,,-0.1521512828136331,,,,,,,,-0.0037543162680213,0.5853964339822937,,,0.599892432935692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,73-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.701308437456527,,,,,,,,,0.1363428258987676,,,,,,,,,,1.2699574133251543,,,,,,,,-1.0135095739578794,,,,,0.0379563892422334,,0.3490578139347302,,,,,,,,0.86013096252696,,,,,-0.2547916050712617,,,,,,,,,,,,,,,,-0.8880224843230813,,,,,,,,,,,,0.0541108545672612,,0.7556947865215805,,,-0.6861390630819796,,,,,,,,,,,,,,,,,,,,,-0.8150760443720987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1784214986321391,,-0.1521512828136331,,,,,,,,0.219111542250427,0.5853964339822937,,,0.599892432935692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,74-0,,,,,,,,,,,,,-0.8926972244420469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8052221791192901,,,,,,,,,,,,,,,,,,,1.2776906817030873,,,,,,,,,,,,,0.1788060221776022,,,,,,,,,,0.8476786796614273,,,,,-0.2547916050712617,,,,,,,0.0046320472700623,,,,,,,,,-0.57905575337108,,,,,,,,,,,,0.0952450220079409,,0.8018496375813167,,,-0.715522814706277,,,,,,,,,,,,,,,,,,,,,-0.8759360901388353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9818224922045932,,,,0.0584385050429634,,,,,,,,,,,,,,,,,,,,,0.0675688383548871,,0.0011479466427042,,,,,,,,-0.0037543162680213,0.584730021879013,,,0.602789392536078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,75-2,,,,,,,,,,,,,,,,,,,,,,,,,-0.1497008463049574,,,,,,,,,,,,,,,,,,-0.8992955232385204,,,,,,,,,0.227038810293514,,,,,,,,,,1.2699574133251543,,,,,,,,-0.7374838190868168,,,,,,,0.4804031554487575,,,,,,,,0.86013096252696,,,,,-0.4931263161902373,,,,,,,,,,,,,,,,-0.6687086471627914,,,,,,,,,,,,0.0541108545672612,,0.8436337280878978,,,-0.4562381029650243,,,,,,,,,,,,,,,,,,,,,-0.8150760443720987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0414630365198607,,,,,,,,,,,,,,,,,,,,,-0.0608662872730685,,-0.1521512828136331,,,,,,,,,0.6518283856968727,,,0.599892432935692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,75-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8421461664694746,,,,,,,,,0.2933177789098532,,-1.017718537666111,,,,,,,,1.2645415721160989,,,,,,,,-0.7580232612215395,,,,,0.1171331048801495,,0.6775652552176015,,,-0.1346444108797204,,,0.1705937565666024,,0.8525662271310389,,,-0.9452943204979168,,,,,,,,,,,,,,,,,,-0.4996789622489447,,,,,,,,,,,,,,0.882300182957224,,,,,,,,,,,,,,,,,,,,,,,,-0.8520483929270248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0520848554649939,,,,,,,,,,,,,,,,,,,,,0.0171577787884761,,-0.2926653954004456,,,,,,,,,0.3921263350799633,,,0.6016523297406587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
